id,flagged
patrick-stump_world-series_2016_pitch.csv,True
gretchen-wilson_nba-allstar-game_2010_pitch.csv,False
kelly-clarkson_indy-500_2019_pitch.csv,False
carly-pearce_world-series_2021_pitch.csv,True
trisha-yearwood_world-series_2014_pitch.csv,True
kelly-clarkson_world-series_2010_pitch.csv,True
jordan-smith_nfl-regular-season_2023_pitch.csv,True
luke-bryan_super-bowl_2017_pitch.csv,False
fergie_nba-allstar-game_2018_pitch.csv,True
alicia-keys_super-bowl_2013_pitch.csv,True
hunter-hayes_world-series_2016_pitch.csv,False
taylor-swift_world-series_2008_pitch.csv,True
jordin-sparks_super-bowl_2008_pitch.csv,True
demi-lovato_world-series_2015_pitch.csv,True
melissa-etheridge_world-series_2002_pitch.csv,True
juanita-booker_inauguration_1981_pitch.csv,False
cheryl-ladd_super-bowl_1980_pitch.csv,True
diana-ross_super-bowl_1982_pitch.csv,True
idina-menzel_mlb-allstar-game_2014_pitch.csv,True
jennifer-hudson_super-bowl_2009_pitch.csv,True
aretha-franklin_world-series_1993_pitch.csv,False
kiana-lede_mlb-allstar-game_2023_pitch.csv,False
chris-stapleton_super-bowl_2023_pitch.csv,True
jon-secada_world-series_1992_pitch.csv,True
trace-adkins_rnc_2020_pitch.csv,False
billy-joel_world-series_2000_pitch.csv,False
mary-j-blige_nba-allstar-game_2012_pitch.csv,False
joyce-didonato_world-series_2014_pitch.csv,False
beyonce_super-bowl_2004_pitch.csv,False
jessica-simpson_indy-500_2004_pitch.csv,True
cody-johnson_world-series_2019_pitch.csv,False
aloe-blacc_nba-finals_2016_pitch.csv,True
chris-daughtry_world-series_2011_pitch.csv,True
josh-groban_nba-allstar-game_2011_pitch.csv,False
jewel_nba-allstar-game_2023_pitch.csv,False
eric-burton_world-series_2022_pitch.csv,False
pink_super-bowl_2018_pitch.csv,True
jewel_world-series_2001_pitch.csv,True
luke-bryan_stanley-cup-playoffs_2017_pitch.csv,True
keith-urban_stanley-cup-playoffs_2017_pitch.csv,True
jackie-evancho_inauguration_2017_pitch.csv,False
demi-lovato_super-bowl_2020_pitch.csv,False
bebe-rexha_indy-500_2017_pitch.csv,True
mickey-guyton_world-series_2023_pitch.csv,True
madison-beer_stanley-cup-playoffs_2020_pitch.csv,False
renee-fleming_super-bowl_2014_pitch.csv,False
kelly-clarkson_indy-500_2018_pitch.csv,True
john-legend_nba-allstar-game_2013_pitch.csv,True
aaliyah_nba-regular-season-game_1995_pitch.csv,True
harry-connick-jr_super-bowl_1992_pitch.csv,False
carrie-underwood_world-series_2007_pitch.csv,True
jewel_super-bowl_1998_pitch.csv,False
tpain_mlb-regular-season-game_2015_pitch.csv,False
whitney-houston_wnba-allstar-game_1999_pitch.csv,False
jordin-sparks_world-series_2023_pitch.csv,True
peabo-bryson_world-series_1992_pitch.csv,False
cher_super-bowl_1999_pitch.csv,True
lauren-alaina_world-series_2021_pitch.csv,False
brad-paisley_world-series_2017_pitch.csv,True
zooey-deschanel_world-series_2011_pitch.csv,True
mariah-carey_super-bowl_2002_pitch.csv,True
mary-j-blige_world-series_2013_pitch.csv,True
phillip-phillips_world-series_2012_pitch.csv,False
paul-simon_world-series_1986_pitch.csv,False
jazmine-sullivan_world-series_2022_pitch.csv,False
sheryl-crow_stanley-cup-playoffs_2018_pitch.csv,True
cassadee-pope_stanley-cup-playoffs_2023_pitch.csv,True
stephanie-mills_wnba-allstar-game_2003_pitch.csv,True
neyo_nba-allstar-game_2016_pitch.csv,False
nicole-scherzinger_world-series_2019_pitch.csv,True
marvin-gaye_nba-allstar-game_1983_pitch.csv,True
john-legend_nba-finals_2016_pitch.csv,True
colbie-caillat_world-series_2013_pitch.csv,True
marc-anthony_mlb-regular-season-game_2001_pitch.csv,True
demi-lovato_world-series_2012_pitch.csv,False
chaka-khan_nba-allstar-game_2020_pitch.csv,True
kelsey-grammer_mlb-regular-season-game_1996_pitch.csv,True
marc-anthony_dnc_2012_pitch.csv,False
lauren-daigle_ncaa-football-championship_2020_pitch.csv,True
john-vincent_world-series_2016_pitch.csv,False
jewel_indy-500_2023_pitch.csv,True
carrie-underwood_super-bowl_2010_pitch.csv,False
neil-diamond_super-bowl_1987_pitch.csv,True
aaron-lewis_world-series_2014_pitch.csv,False
ariana-grande_nfl-regular-season_2014_pitch.csv,False
anthony-hamilton_nba-allstar-game_2019_pitch.csv,False
taylor-swift_nfl-regular-season_2006_pitch.csv,False
kritsen-chenoweth_wnba-allstar-game_2019_pitch.csv,False
daryl-hall_world-series_1993_pitch.csv,True
patti-labelle_world-series_2008_pitch.csv,False
natalie-grant_ncaa-football-championship_2022_pitch.csv,False
rachel-platten_world-series_2016_pitch.csv,True
al-green_nba-allstar-game_2000_pitch.csv,False
leann-rimes_world-series_1997_pitch.csv,True
whitney-houston_super-bowl_1991_pitch.csv,True
anita-baker_nfl-regular-season_2023_pitch.csv,True
james-taylor_world-series_2018_pitch.csv,False
lady-gaga_inauguration_2021_pitch.csv,False
steven-tyler_indy-500_2001_pitch.csv,True
nayah-damasen_nba-finals_2018_pitch.csv,False
michael-bolton_world-series_1990_pitch.csv,True
john-oates_world-series_2008_pitch.csv,True
luther-vandross_super-bowl_1997_pitch.csv,True
mary-j-blige_world-series_2009_pitch.csv,True
robert-merrill_world-series_1996_pitch.csv,True
gladys-knight_super-bowl_2019_pitch.csv,True
madison-watkins_world-series_2022_pitch.csv,True
jordin-sparks_nba-finals_2017_pitch.csv,False
gladys-knight_world-series_1991_pitch.csv,False
faith-hill_super-bowl_2000_pitch.csv,True
christina-aguilera_nba-allstar-game_2004_pitch.csv,False
charley-pride_world-series_2010_pitch.csv,True
billy-joel_super-bowl_2007_pitch.csv,False
jon-batiste_nba-allstar-game_2017_pitch.csv,False
amber-riley_dnc_2012_pitch.csv,True
mickey-guyton_super-bowl_2022_pitch.csv,False
jessica-sanchez_capitol-fourth_2012_pitch.csv,True
darius-rucker_world-series_1995_pitch.csv,True
chloe-bailey_world-series_2022_pitch.csv,True
usher_nba-finals_2015_pitch.csv,False
carrie-underwood_stanley-cup-playoffs_2017_pitch.csv,True
kelly-clarkson_super-bowl_2012_pitch.csv,True
jessica-simpson_nba-allstar-game_2001_pitch.csv,True
neyo_nba-regular-season-game_2020_pitch.csv,True
lady-gaga_super-bowl_2016_pitch.csv,False
billy-joel_stanley-cup-playoffs_1979_pitch.csv,False
beyonce_inauguration_2013_pitch.csv,False
brooke-hogan_stanley-cup-playoffs_2004_pitch.csv,True
christina-aguilera_super-bowl_2011_pitch.csv,False
billy-joel_super-bowl_1989_pitch.csv,True
alanis-morissette_stanley-cup-playoffs_2007_pitch.csv,True
joe-walsh_world-series_1995_pitch.csv,False
debbie-gibson_world-series_1988_pitch.csv,True
her_world-series_2023_pitch.csv,False
dierks-bentley_stanley-cup-playoffs_2017_pitch.csv,True
jimmy-buffett_mlb-regular-season-game_1984_pitch.csv,True
idina-menzel_super-bowl_2015_pitch.csv,True
scotty-mccreery_world-series_2011_pitch.csv,True
queen-latifah_nba-allstar-game_2015_pitch.csv,True
martina-mcbride_world-series_2004_pitch.csv,True
